Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
111 SOMERSET,SOMERSET ROAD,Office,"2,600,000",925.7,"2,809",Aug-22,Strata,86,"30,233",99 yrs lease commencing from 1975,09,06 to 10
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"11,691,000","3,896.57","3,000",Aug-22,Strata,362,"32,296",99 yrs lease commencing from 1989,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"1,510,000",581.26,"2,598",Aug-22,Strata,54,"27,963",99 yrs lease commencing from 2001,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,020,000",624.31,"3,236",Aug-22,Strata,58,"34,828",99 yrs lease commencing from 2011,01,16 to 20
PS100,PECK SEAH STREET,Office,"1,250,000",473.62,"2,639",Aug-22,Strata,44,"28,409",99 yrs lease commencing from 2011,02,11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"555,000",344.45,"1,611",Aug-22,Strata,32,"17,344",Freehold,15,01 to 05
PLUS,CECIL STREET,Office,"2,217,000",785.77,"2,821",Aug-22,Strata,73,"30,370",99 yrs lease commencing from 1989,01,01 to 05
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"41,148,050","12,281.72","3,350",Aug-22,Strata,"1,141","36,063",99 yrs lease commencing from 1989,01,31 to 35
SOHO LIFE,JOO CHIAT ROAD,Office,"680,000",409.03,"1,662",Aug-22,Strata,38,"17,895",Freehold,15,01 to 05
PLUS,CECIL STREET,Office,"7,166,000","2,271.2","3,155",Aug-22,Strata,211,"33,962",99 yrs lease commencing from 1989,01,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"2,210,000",678.13,"3,259",Aug-22,Strata,63,"35,079",99 yrs lease commencing from 2011,01,21 to 25
VISION EXCHANGE,VENTURE DRIVE,Office,"1,398,000",839.59,"1,665",Aug-22,Strata,78,"17,923",99 yrs lease commencing from 2013,22,06 to 10
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"7,942,400","2,335.79","3,400",Aug-22,Strata,217,"36,601",99 yrs lease commencing from 1989,01,36 to 40
PLUS,CECIL STREET,Office,"6,735,000","2,368.08","2,844",Aug-22,Strata,220,"30,614",99 yrs lease commencing from 1989,01,01 to 05
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"13,439,880","4,036.5","3,330",Aug-22,Strata,375,"35,840",99 yrs lease commencing from 1989,01,26 to 30
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,094,266",559.73,"1,955",Aug-22,Strata,52,"21,044",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"18,082,000","7,868.48","2,298",Aug-22,Strata,731,"24,736",99 yrs lease commencing from 2013,22,16 to 20
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,080,000",527.44,"2,048",Aug-22,Strata,49,"22,041",99 yrs lease commencing from 2006,07,06 to 10
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"10,438,000","2,927.81","3,565",Aug-22,Strata,272,"38,375",99 yrs lease commencing from 1989,01,36 to 40
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,042,000",473.62,"2,200",Aug-22,Strata,44,"23,682",99 yrs lease commencing from 1970,02,11 to 15
PLUS,CECIL STREET,Office,"10,513,000","3,552.12","2,960",Jul-22,Strata,330,"31,858",99 yrs lease commencing from 1989,01,01 to 05
N.A.,SOUTH BRIDGE ROAD,Office,"9,000,000","1,533.87","5,868",Jul-22,Land,142.5,"63,158",99 yrs lease commencing from 1951,01,-
THE SUNFLOWER,GEYLANG ROAD,Office,"790,000",602.78,"1,311",Jul-22,Strata,56,"14,107",Freehold,14,01 to 05
SAMSUNG HUB,CHURCH STREET,Office,"53,099,550","13,110.55","4,050",Jul-22,Strata,"1,218","43,596",999 yrs lease commencing from 1827,01,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"2,640,000",753.48,"3,504",Jul-22,Strata,70,"37,714",99 yrs lease commencing from 2011,01,26 to 30
THE CENTRAL,EU TONG SEN STREET,Office,"1,568,000",635.08,"2,469",Jul-22,Strata,59,"26,576",99 yrs lease commencing from 2001,01,06 to 10
GIFFARD MANSIONS,BALESTIER ROAD,Office,"696,000",505.91,"1,376",Jul-22,Strata,47,"14,809",Freehold,12,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Office,"938,000",462.85,"2,027",Jul-22,Strata,43,"21,814",99 yrs lease commencing from 2006,07,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"960,000",484.38,"1,982",Jul-22,Strata,45,"21,333",99 yrs lease commencing from 2011,14,06 to 10
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"550,000",161.46,"3,406",Jul-22,Strata,15,"36,667",99 yrs lease commencing from 1968,01,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"880,000",473.62,"1,858",Jul-22,Strata,44,"20,000",Freehold,15,01 to 05
PLUS,CECIL STREET,Office,"4,449,000","1,323.97","3,360",Jul-22,Strata,123,"36,171",99 yrs lease commencing from 1989,01,21 to 25
ARC 380,JALAN BESAR,Office,"1,740,000",699.66,"2,487",Jul-22,Strata,65,"26,769",Freehold,08,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"2,580,000","1,603.84","1,609",Jul-22,Strata,149,"17,315",99 yrs lease commencing from 1983,01,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"480,000",161.46,"2,973",Jul-22,Strata,15,"32,000",99 yrs lease commencing from 1968,01,01 to 05
15 SCOTTS,SCOTTS ROAD,Office,"8,628,214","2,163.56","3,988",Jul-22,Strata,201,"42,926",Freehold,09,06 to 10
MMI BUILDING,SOUTH BRIDGE ROAD,Office,"39,000,000","2,325.02","16,774",Jul-22,Land,216,"180,556",Freehold,01,-
HAVELOCK2,HAVELOCK ROAD,Office,"1,166,000",624.31,"1,868",Jul-22,Strata,58,"20,103",99 yrs lease commencing from 1983,01,06 to 10
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"1,190,000",699.66,"1,701",Jul-22,Strata,65,"18,308",99 yrs lease commencing from 1996,07,06 to 10
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"850,000",667.37,"1,274",Jul-22,Strata,62,"13,710",99 yrs lease commencing from 1974,07,06 to 10
THE PLAZA,BEACH ROAD,Office,"900,000",548.96,"1,639",Jul-22,Strata,51,"17,647",99 yrs lease commencing from 1968,07,11 to 15
THE ADELPHI,COLEMAN STREET,Office,"5,500,000","2,034.4","2,704",Jul-22,Strata,189,"29,101",999 yrs lease commencing from 1828,06,06 to 10
PLUS,CECIL STREET,Office,"3,688,830","1,227.1","3,006",Jul-22,Strata,114,"32,358",99 yrs lease commencing from 1989,01,06 to 10
PLUS,CECIL STREET,Office,"3,141,170","1,044.11","3,008",Jul-22,Strata,97,"32,383",99 yrs lease commencing from 1989,01,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"836,356",398.27,"2,100",Jul-22,Strata,37,"22,604",999 yrs lease commencing from 1827,06,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,356,000",678.13,"2,000",Jul-22,Strata,63,"21,524",99 yrs lease commencing from 1970,02,26 to 30
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,750,000",990.29,"2,777",Jul-22,Strata,92,"29,891",Freehold,08,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"1,820,000",645.84,"2,818",Jul-22,Strata,60,"30,333",99 yrs lease commencing from 2001,01,21 to 25
STUDIO8,JALAN AYER,Office,"660,000",365.98,"1,803",Jul-22,Strata,34,"19,412",Freehold,14,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"2,398,000",861.12,"2,785",Jul-22,Strata,80,"29,975",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"1,776,500",635.08,"2,797",Jul-22,Strata,59,"30,110",99 yrs lease commencing from 2001,01,16 to 20
TEXTILE CENTRE,JALAN SULTAN,Office,"1,350,000","1,065.64","1,267",Jun-22,Strata,99,"13,636",99 yrs lease commencing from 1970,07,01 to 05
TAHIR BUILDING,ROBINSON ROAD,Office,"2,070,000",645.84,"3,205",Jun-22,Strata,60,"34,500",Freehold,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,650,000",645.84,"2,555",Jun-22,Strata,60,"27,500",99 yrs lease commencing from 2001,01,16 to 20
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"1,800,000",602.78,"2,986",Jun-22,Strata,56,"32,143",99 yrs lease commencing from 1968,01,01 to 05
THE PLAZA,BEACH ROAD,Office,"1,027,000",678.13,"1,514",Jun-22,Strata,63,"16,302",99 yrs lease commencing from 1968,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"510,000",312.16,"1,634",Jun-22,Strata,29,"17,586",99 yrs lease commencing from 1968,07,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"880,000",505.91,"1,739",Jun-22,Strata,47,"18,723",99 yrs lease commencing from 2011,14,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,488,000",635.08,"2,343",Jun-22,Strata,59,"25,220",99 yrs lease commencing from 2001,01,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"2,805,000","1,313.21","2,136",Jun-22,Strata,122,"22,992",99 yrs lease commencing from 2013,22,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,913,900",882.65,"3,301",Jun-22,Strata,82,"35,535",99 yrs lease commencing from 2001,01,16 to 20
WIS@CHANGI,CHANGI ROAD,Office,"850,000",699.66,"1,215",Jun-22,Strata,65,"13,077",Freehold,14,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"1,900,000","1,248.62","1,522",Jun-22,Strata,116,"16,379",999 yrs lease commencing from 1883,21,16 to 20
SOHO LIFE,JOO CHIAT ROAD,Office,"550,000",355.21,"1,548",Jun-22,Strata,33,"16,667",Freehold,15,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"650,000",527.44,"1,232",Jun-22,Strata,49,"13,265",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"550,000",441.32,"1,246",Jun-22,Strata,41,"13,415",99 yrs lease commencing from 1969,03,11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"650,000",398.27,"1,632",Jun-22,Strata,37,"17,568",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,000,000",484.38,"2,064",Jun-22,Strata,45,"22,222",99 yrs lease commencing from 2011,14,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,820,520",936.47,"1,944",Jun-22,Strata,87,"20,926",99 yrs lease commencing from 2014,25,06 to 10
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"762,500",182.99,"4,167",Jun-22,Strata,17,"44,853",999 yrs lease commencing from 1883,21,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"4,361,700","2,077.45","2,100",Jun-22,Strata,193,"22,599",99 yrs lease commencing from 2011,14,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,440,000",850.36,"1,693",Jun-22,Strata,79,"18,228",99 yrs lease commencing from 1997,07,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,175,424","1,044.11","2,084",Jun-22,Strata,97,"22,427",99 yrs lease commencing from 2014,25,06 to 10
NEHSONS BUILDING,PECK SEAH STREET,Office,"111,100,000","13,818.82","8,040",Jun-22,Land,"1,283.8","86,540",99 yrs lease commencing from 1970,02,-
THE MODULES,JOO CHIAT ROAD,Office,"1,520,000",839.59,"1,810",Jun-22,Strata,78,"19,487",Freehold,15,01 to 05
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Office,"1,130,000",269.1,"4,199",Jun-22,Strata,25,"45,200",Freehold,10,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"271,250",129.17,"2,100",Jun-22,Strata,12,"22,604",999 yrs lease commencing from 1827,06,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,239,000",645.84,"1,918",Jun-22,Strata,60,"20,650",99 yrs lease commencing from 2014,25,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"605,000",333.68,"1,813",Jun-22,Strata,31,"19,516",Freehold,14,01 to 05
REGENCY SUITES,KIM TIAN ROAD,Office,"1,200,000",592.02,"2,027",Jun-22,Strata,55,"21,818",Freehold,03,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"1,338,000",635.08,"2,107",Jun-22,Strata,59,"22,678",99 yrs lease commencing from 2001,01,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,560,000",656.6,"2,376",Jun-22,Strata,61,"25,574",999 yrs lease commencing from 1829,06,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,100,000",516.67,"2,129",Jun-22,Strata,48,"22,917",99 yrs lease commencing from 2011,14,11 to 15
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"1,129,600",764.24,"1,478",Jun-22,Strata,71,"15,910",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"1,098,200",645.84,"1,700",Jun-22,Strata,60,"18,303",Freehold,14,01 to 05
LOFT @ NATHAN,RIVER VALLEY ROAD,Office,"1,350,000",516.67,"2,613",Jun-22,Strata,48,"28,125",Freehold,10,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"780,000",699.66,"1,115",May-22,Strata,65,"12,000",99 yrs lease commencing from 1974,07,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,680,000",645.84,"2,601",May-22,Strata,60,"28,000",99 yrs lease commencing from 2001,01,21 to 25
VISION EXCHANGE,VENTURE DRIVE,Office,"1,250,000",764.24,"1,636",May-22,Strata,71,"17,606",99 yrs lease commencing from 2013,22,06 to 10
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,600,000","2,346.55","1,960",May-22,Strata,218,"21,101",99 yrs lease commencing from 1980,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"3,404,800","1,216.33","2,799",May-22,Strata,113,"30,131",99 yrs lease commencing from 2001,01,21 to 25
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,110,000",602.78,"1,841",May-22,Strata,56,"19,821",99 yrs lease commencing from 2006,07,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"828,000",484.38,"1,709",May-22,Strata,45,"18,400",99 yrs lease commencing from 1968,01,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,111,315",559.73,"1,985",May-22,Strata,52,"21,371",99 yrs lease commencing from 2014,25,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"911,888",914.94,997,May-22,Strata,85,"10,728",99 yrs lease commencing from 1970,07,06 to 10
TEXTILE CENTRE,JALAN SULTAN,Office,"918,000",807.3,"1,137",May-22,Strata,75,"12,240",99 yrs lease commencing from 1970,07,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"360,000",139.93,"2,573",May-22,Strata,13,"27,692",999 yrs lease commencing from 1827,06,06 to 10
SIM LIM SQUARE,ROCHOR CANAL ROAD,Office,"1,280,000",355.21,"3,603",May-22,Strata,33,"38,788",99 yrs lease commencing from 1983,07,01 to 05
PS100,PECK SEAH STREET,Office,"1,320,000",516.67,"2,555",May-22,Strata,48,"27,500",99 yrs lease commencing from 2011,02,06 to 10
EON SHENTON,SHENTON WAY,Office,"4,100,000","1,765.3","2,323",May-22,Strata,164,"25,000",99 yrs lease commencing from 2011,02,06 to 10
CHIAT HONG BUILDING,MIDDLE ROAD,Office,"3,700,000","3,584.41","1,032",May-22,Strata,333,"11,111",99 yrs lease commencing from 1974,07,01 to 05
CHIAT HONG BUILDING,MIDDLE ROAD,Office,"4,018,692","3,584.41","1,121",May-22,Strata,333,"12,068",99 yrs lease commencing from 1974,07,06 to 10
N.A.,JOO CHIAT ROAD,Office,"3,300,000","3,961.15",833,May-22,Strata,368,"8,967",99 yrs lease commencing from 1995,15,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"523,000",398.27,"1,313",May-22,Strata,37,"14,135",99 yrs lease commencing from 1969,03,11 to 15
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Office,"890,000",376.74,"2,362",Apr-22,Strata,35,"25,429",99 yrs lease commencing from 1979,21,01 to 05
WIS@CHANGI,CHANGI ROAD,Office,"613,000",484.38,"1,266",Apr-22,Strata,45,"13,622",Freehold,14,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"628,888",376.74,"1,669",Apr-22,Strata,35,"17,968",99 yrs lease commencing from 1969,06,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,200,000",764.24,"1,570",Apr-22,Strata,71,"16,901",99 yrs lease commencing from 2013,22,06 to 10
TEXTILE CENTRE,JALAN SULTAN,Office,"700,000",602.78,"1,161",Apr-22,Strata,56,"12,500",99 yrs lease commencing from 1970,07,01 to 05
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"9,176,310","3,336.84","2,750",Apr-22,Strata,310,"29,601",99 yrs lease commencing from 1989,01,16 to 20
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,"360,000",226.04,"1,593",Apr-22,Strata,21,"17,143",99 yrs lease commencing from 1980,03,B1 to B5
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,045,000",516.67,"2,023",Apr-22,Strata,48,"21,771",99 yrs lease commencing from 2011,14,01 to 05
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"13,346,320","4,068.79","3,280",Apr-22,Strata,378,"35,308",99 yrs lease commencing from 1989,01,26 to 30
HAVELOCK2,HAVELOCK ROAD,Office,"1,040,000",635.08,"1,638",Apr-22,Strata,59,"17,627",99 yrs lease commencing from 1983,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"2,750,000",882.65,"3,116",Apr-22,Strata,82,"33,537",99 yrs lease commencing from 2001,01,16 to 20
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,650,000",785.77,"2,100",Apr-22,Strata,73,"22,603",99 yrs lease commencing from 1969,06,11 to 15
PLUS,CECIL STREET,Office,"7,983,040","2,626.42","3,040",Apr-22,Strata,244,"32,717",99 yrs lease commencing from 1989,01,06 to 10
HIGHLAND CENTRE,YIO CHU KANG ROAD,Office,"840,000",656.6,"1,279",Apr-22,Strata,61,"13,770",Freehold,19,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"800,000",355.21,"2,252",Apr-22,Strata,33,"24,242",Freehold,15,01 to 05
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"4,511,100","1,367.03","3,300",Apr-22,Strata,127,"35,520",99 yrs lease commencing from 1989,01,16 to 20
MERCHANTS BUILDING,SOUTH BRIDGE ROAD,Office,"20,400,000","5,435.82","3,753",Apr-22,Strata,505,"40,396",Freehold,01,06 to 10
ROCCA BALESTIER,BALESTIER ROAD,Office,"460,000",215.28,"2,137",Apr-22,Strata,20,"23,000",Freehold,12,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,180,000",548.96,"2,150",Apr-22,Strata,51,"23,137",99 yrs lease commencing from 1969,06,21 to 25
VISION EXCHANGE,VENTURE DRIVE,Office,"2,038,000","1,033.34","1,972",Apr-22,Strata,96,"21,229",99 yrs lease commencing from 2013,22,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,160,800",495.14,"2,344",Apr-22,Strata,46,"25,235",999 yrs lease commencing from 1829,06,06 to 10
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"865,000",624.31,"1,386",Apr-22,Strata,58,"14,914",Freehold,14,01 to 05
ARC 380,JALAN BESAR,Office,"1,880,000",753.48,"2,495",Apr-22,Strata,70,"26,857",Freehold,08,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"3,600,000",925.7,"3,889",Apr-22,Strata,86,"41,860",Freehold,09,06 to 10
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"11,000,000","3,498.3","3,144",Apr-22,Strata,325,"33,846",99 yrs lease commencing from 1989,01,21 to 25
PLUS,CECIL STREET,Office,"3,886,670","1,270.15","3,060",Apr-22,Strata,118,"32,938",99 yrs lease commencing from 1989,01,06 to 10
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Office,"605,000",322.92,"1,874",Apr-22,Strata,30,"20,167",999 yrs lease commencing from 1828,06,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"2,130,000",958,"2,223",Apr-22,Strata,89,"23,933",Freehold,09,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Office,"3,015,000","2,217.38","1,360",Apr-22,Strata,206,"14,636",99 yrs lease commencing from 1980,07,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"1,920,000",592.02,"3,243",Apr-22,Strata,55,"34,909",99 yrs lease commencing from 2011,01,16 to 20
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,694,580",925.7,"1,831",Apr-22,Strata,86,"19,704",99 yrs lease commencing from 1979,15,06 to 10
THE MODULES,JOO CHIAT ROAD,Office,"868,000",495.14,"1,753",Apr-22,Strata,46,"18,870",Freehold,15,01 to 05
CONNEXION,FARRER PARK STATION ROAD,Office,"3,830,000",839.59,"4,562",Apr-22,Strata,78,"49,103",99 yrs lease commencing from 2007,08,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"6,080,000","1,227.1","4,955",Mar-22,Strata,114,"53,333",999 yrs lease commencing from 1829,06,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"3,050,000","1,453.14","2,099",Mar-22,Strata,135,"22,593",99 yrs lease commencing from 1970,02,16 to 20
SIM LIM TOWER,JALAN BESAR,Office,"888,000",365.98,"2,426",Mar-22,Strata,34,"26,118",Freehold,08,B1 to B5
SIM LIM TOWER,JALAN BESAR,Office,"888,000",344.45,"2,578",Mar-22,Strata,32,"27,750",Freehold,08,B1 to B5
SBF CENTER,ROBINSON ROAD,Office,"2,134,400",667.37,"3,198",Mar-22,Strata,62,"34,426",99 yrs lease commencing from 2011,01,21 to 25
BYLANDS BUILDING,MIDDLE ROAD,Office,"420,000",247.57,"1,696",Mar-22,Strata,23,"18,261",99 yrs lease commencing from 1978,07,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Office,"690,000",344.45,"2,003",Mar-22,Strata,32,"21,563",999 yrs lease commencing from 1828,06,01 to 05
FUYUEN COURT,SIMS AVENUE,Office,"1,680,000",828.83,"2,027",Mar-22,Strata,77,"21,818",Freehold,14,01 to 05
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,790,000","1,054.87","1,697",Mar-22,Strata,98,"18,265",99 yrs lease commencing from 1980,01,16 to 20
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,980,000","1,388.56","2,146",Mar-22,Strata,129,"23,101",99 yrs lease commencing from 2011,14,11 to 15
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"315,000",204.52,"1,540",Mar-22,Strata,19,"16,579",99 yrs lease commencing from 1969,07,06 to 10
WIS@CHANGI,CHANGI ROAD,Office,"690,000",495.14,"1,394",Mar-22,Strata,46,"15,000",Freehold,14,01 to 05
15 SCOTTS,SCOTTS ROAD,Office,"2,368,000",613.55,"3,860",Mar-22,Strata,57,"41,544",Freehold,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"3,660,000","1,334.74","2,742",Mar-22,Strata,124,"29,516",99 yrs lease commencing from 1975,09,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"510,000",344.45,"1,481",Mar-22,Strata,32,"15,938",Freehold,15,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"970,000",559.73,"1,733",Mar-22,Strata,52,"18,654",99 yrs lease commencing from 2014,25,01 to 05
N.A.,PENHAS ROAD,Office,"8,600,000","8,180.64","1,051",Mar-22,Strata,760,"11,316",Freehold,08,01 to 05
N.A.,ARMENIAN STREET,Office,"1,580,000",548.96,"2,878",Mar-22,Strata,51,"30,980",99 yrs lease commencing from 2007,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,180,000",548.96,"2,150",Mar-22,Strata,51,"23,137",99 yrs lease commencing from 1969,06,06 to 10
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Office,"345,000",193.75,"1,781",Mar-22,Strata,18,"19,167",99 yrs lease commencing from 1972,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"2,410,000",871.88,"2,764",Mar-22,Strata,81,"29,753",99 yrs lease commencing from 2001,01,06 to 10
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"840,000",667.37,"1,259",Mar-22,Strata,62,"13,548",99 yrs lease commencing from 1969,03,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,100,888",538.2,"2,045",Mar-22,Strata,50,"22,018",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,151,188","1,065.64","2,019",Mar-22,Strata,99,"21,729",99 yrs lease commencing from 2011,14,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,821,770",947.23,"1,923",Mar-22,Strata,88,"20,702",99 yrs lease commencing from 2014,25,01 to 05
15 SCOTTS,SCOTTS ROAD,Office,"2,576,400",678.13,"3,799",Feb-22,Strata,63,"40,895",Freehold,09,06 to 10
CONNEXION,FARRER PARK STATION ROAD,Office,"2,352,000",559.73,"4,202",Feb-22,Strata,52,"45,231",99 yrs lease commencing from 2007,08,11 to 15
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"698,000",441.32,"1,582",Feb-22,Strata,41,"17,024",99 yrs lease commencing from 1969,07,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,089,583",559.73,"1,947",Feb-22,Strata,52,"20,954",99 yrs lease commencing from 2014,25,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,831,500",990.29,"1,849",Feb-22,Strata,92,"19,908",99 yrs lease commencing from 1970,02,26 to 30
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"815,900",398.27,"2,049",Feb-22,Strata,37,"22,051",999 yrs lease commencing from 1829,06,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"4,750,000","2,066.69","2,298",Feb-22,Strata,192,"24,740",999 yrs lease commencing from 1828,06,06 to 10
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Office,"698,000",322.92,"2,162",Feb-22,Strata,30,"23,267",999 yrs lease commencing from 1828,06,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"2,150,000",742.72,"2,895",Feb-22,Strata,69,"31,159",999 yrs lease commencing from 1828,06,B1 to B5
SHENTON HOUSE,SHENTON WAY,Office,"1,158,000",559.73,"2,069",Feb-22,Strata,52,"22,269",99 yrs lease commencing from 1969,01,11 to 15
15 SCOTTS,SCOTTS ROAD,Office,"4,457,400","1,173.28","3,799",Feb-22,Strata,109,"40,894",Freehold,09,06 to 10
THE ADELPHI,COLEMAN STREET,Office,"7,525,000","2,841.7","2,648",Feb-22,Strata,264,"28,504",999 yrs lease commencing from 1828,06,06 to 10
ORCHARD PLAZA,ORCHARD ROAD,Office,"668,000",452.09,"1,478",Feb-22,Strata,42,"15,905",99 yrs lease commencing from 1977,09,06 to 10
