Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"4,350,000","1,410.08","3,085",Jul-22,Land,131,"33,206",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"4,550,000","1,420.85","3,202",Jul-22,Land,132,"34,470",Freehold,08,-
DESKER ROAD CONSERVATION AREA,KITCHENER ROAD,Shop House,"8,000,000","1,440.22","5,555",Jul-22,Land,133.8,"59,791",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,ROWELL ROAD,Shop House,"4,050,000","1,062.41","3,812",Jun-22,Land,98.7,"41,033",Freehold,08,-
N.A.,LEMBU ROAD,Shop House,"6,250,000","1,135.6","5,504",Jun-22,Land,105.5,"59,242",Freehold,08,-
HOLLAND VILLAGE,LORONG MAMBONG,Shop House,"12,000,000","1,840.64","6,519",Jun-22,Strata,171,"70,175",Freehold,10,-
N.A.,MACPHERSON ROAD,Shop House,"3,700,000","1,499.43","2,468",Jun-22,Land,139.3,"26,561",Freehold,13,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"6,200,000","1,721.16","3,602",Jun-22,Land,159.9,"38,774",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,MADRAS STREET,Shop House,"1,788,000",442.4,"4,042",Jun-22,Land,41.1,"43,504",99 yrs lease commencing from 1993,08,-
N.A.,OPAL CRESCENT,Shop House,"2,800,000","1,553.25","1,803",Jun-22,Land,144.3,"19,404",Freehold,12,-
N.A.,ROBERTS LANE,Shop House,"3,500,000","1,108.69","3,157",Jun-22,Land,103,"33,981",Freehold,08,-
N.A.,JOO CHIAT ROAD,Shop House,"6,800,000",906.33,"7,503",Jun-22,Land,84.2,"80,760",Freehold,15,-
N.A.,RANGOON ROAD,Shop House,"14,000,000","5,305.58","2,639",Jun-22,Land,492.9,"28,403",Freehold,08,-
N.A.,BALESTIER ROAD,Shop House,"5,050,000","1,417.62","3,562",Jun-22,Land,131.7,"38,345",Freehold,12,-
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,"3,500,000","1,885.85","1,856",Jun-22,Land,175.2,"19,977",Freehold,15,-
LITTLE INDIA CONSERVATION AREA,DESKER ROAD,Shop House,"6,650,000","1,060.25","6,272",Jun-22,Land,98.5,"67,513",Freehold,08,-
N.A.,JOO CHIAT PLACE,Shop House,"7,200,000","2,563.98","2,808",Jun-22,Land,238.2,"30,227",Freehold,15,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"7,450,000","1,008.59","7,387",Jun-22,Land,93.7,"79,509",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,500,000",764.24,"4,580",Jun-22,Land,71,"49,296",Freehold,08,-
N.A.,LORONG MAMBONG,Shop House,"6,200,000","1,356.26","4,571",Jun-22,Strata,126,"49,206",Freehold,10,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"17,000,000","2,022.56","8,405",Jun-22,Land,187.9,"90,474",99 yrs lease commencing from 1996,01,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"8,877,000","1,533.87","5,787",Jun-22,Land,142.5,"62,295",99 yrs lease commencing from 1996,01,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"11,500,000","2,527.39","4,550",Jun-22,Land,234.8,"48,978",999 yrs lease commencing from 1859,08,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"5,000,000","1,020.43","4,900",Jun-22,Land,94.8,"52,743",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"5,900,000",971.99,"6,070",Jun-22,Land,90.3,"65,338",999 yrs lease commencing from 1833,07,-
N.A.,SYED ALWI ROAD,Shop House,"7,100,000","1,975.19","3,595",Jun-22,Land,183.5,"38,692",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"4,200,000",988.14,"4,250",Jun-22,Land,91.8,"45,752",999 yrs lease commencing from 1909,08,-
N.A.,BALESTIER ROAD,Shop House,"1,000,000","1,536.02",651,Jun-22,Land,142.7,"7,008",99 yrs lease commencing from 1952,12,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"5,200,000","1,223.87","4,249",Jun-22,Land,113.7,"45,734",Freehold,08,-
BUKIT PASOH CONSERVATION AREA,NEIL ROAD,Shop House,"10,500,000","1,335.81","7,860",May-22,Land,124.1,"84,609",Freehold,02,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"13,000,000",987.06,"13,170",May-22,Land,91.7,"141,767",999 yrs lease commencing from 1827,01,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"4,500,000","1,250.78","3,598",May-22,Land,116.2,"38,726",99 yrs lease commencing from 1952,07,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"17,000,000","3,882.57","4,379",May-22,Land,360.7,"47,131",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"9,000,000","1,681.34","5,353",May-22,Land,156.2,"57,618",Freehold,14,-
N.A.,ROBERTS LANE,Shop House,"3,620,000","1,123.76","3,221",May-22,Land,104.4,"34,674",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"5,550,000","1,385.33","4,006",May-22,Land,128.7,"43,124",999 yrs lease commencing from 1872,08,-
MAYFAIR PARK,JALAN BINGKA,Shop House,"900,000","1,054.87",853,May-22,Strata,98,"9,184",98 yrs lease commencing from 1952,21,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"9,300,000","1,075.32","8,649",May-22,Land,99.9,"93,093",999 yrs lease commencing from 1872,08,-
N.A.,JALAN BESAR,Shop House,"28,000,000","3,266.87","8,571",May-22,Land,303.5,"92,257",Freehold,08,-
N.A.,SYED ALWI ROAD,Shop House,"4,600,000",875.11,"5,256",May-22,Land,81.3,"56,581",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"4,880,000",973.07,"5,015",May-22,Land,90.4,"53,982",Freehold,08,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"16,500,000","2,627.49","6,280",May-22,Land,244.1,"67,595",999 yrs lease commencing from 1827,01,-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"5,250,000","1,173.28","4,475",May-22,Land,109,"48,165",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BEACH ROAD,Shop House,"6,200,000","1,392.86","4,451",May-22,Land,129.4,"47,913",99 yrs lease commencing from 2005,07,-
TANJONG PAGAR CONSERVATION AREA,TANJONG PAGAR ROAD,Shop House,"13,250,000","1,297.06","10,215",May-22,Land,120.5,"109,959",99 yrs lease commencing from 1992,02,-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"3,510,000",884.8,"3,967",May-22,Land,82.2,"42,701",Freehold,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"5,200,000",965.53,"5,386",May-22,Land,89.7,"57,971",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,330,000",642.61,"5,182",May-22,Land,59.7,"55,779",999 yrs lease commencing from 1877,08,-
N.A.,JIAK CHUAN ROAD,Shop House,"25,500,000","1,947.21","13,096",Apr-22,Land,180.9,"140,962",Freehold,02,-
BUKIT PASOH CONSERVATION AREA,CANTONMENT ROAD,Shop House,"11,300,000","1,374.56","8,221",Apr-22,Land,127.7,"88,489",Freehold,02,-
LIANG SEAH COURT,LIANG SEAH STREET,Shop House,"1,550,000",592.02,"2,618",Apr-22,Strata,55,"28,182",999 yrs lease commencing from 1827,07,01 to 05
N.A.,NORTH CANAL ROAD,Shop House,"8,450,000","1,784.67","4,735",Apr-22,Land,165.8,"50,965",99 yrs lease commencing from 1960,01,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,330,000",637.23,"5,226",Apr-22,Land,59.2,"56,250",999 yrs lease commencing from 1877,08,-
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,"9,400,000","1,617.83","5,810",Apr-22,Land,150.3,"62,542",999 yrs lease commencing from 1957,19,-
N.A.,SYED ALWI ROAD,Shop House,"4,550,000","1,269.08","3,585",Apr-22,Land,117.9,"38,592",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,DALHOUSIE LANE,Shop House,"2,550,000",961.23,"2,653",Apr-22,Land,89.3,"28,555",99 yrs lease commencing from 1994,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"5,900,000","1,724.39","3,421",Apr-22,Land,160.2,"36,829",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,"4,850,000","1,416.54","3,424",Apr-22,Land,131.6,"36,854",Freehold,08,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"7,688,000","1,545.71","4,974",Apr-22,Land,143.6,"53,538",978 yrs lease commencing from 1940,08,-
N.A.,SERANGOON ROAD,Shop House,"7,600,000","1,494.04","5,087",Apr-22,Land,138.8,"54,755",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,CHANDER ROAD,Shop House,"2,800,000",565.11,"4,955",Apr-22,Land,52.5,"53,333",Freehold,08,-
THOMSON RIDGE,UPPER THOMSON ROAD,Shop House,"6,500,000","1,624.29","4,002",Apr-22,Land,150.9,"43,075",Freehold,20,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"8,000,000",940.77,"8,504",Apr-22,Land,87.4,"91,533",Freehold,08,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"8,600,000","1,582.31","5,435",Apr-22,Land,147,"58,503",978 yrs lease commencing from 1940,08,-
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,"11,600,000","1,268","9,148",Apr-22,Land,117.8,"98,472",999 yrs lease commencing from 1827,01,-
TANJONG PAGAR CONSERVATION AREA,DUXTON ROAD,Shop House,"8,580,000","1,144.21","7,499",Apr-22,Land,106.3,"80,715",99 yrs lease commencing from 1989,02,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,HAMILTON ROAD,Shop House,"5,600,000","1,976.27","2,834",Apr-22,Land,183.6,"30,501",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"7,100,000",886.95,"8,005",Apr-22,Land,82.4,"86,165",Freehold,08,-
